#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
214.52818202   5.36737847   0.00000000
215.02818202   5.36737847   0.00000000
215.02818202   5.47797337   0.00000000
215.52818202   5.47797337   0.00000000
215.52818202   5.58169223   0.00000000
216.02818202   5.58169223   0.00000000
216.02818202   5.67801799   0.00000000
216.52818202   5.67801799   0.00000000
216.52818202   5.76616844   0.00000000
217.02818202   5.76616844   0.00000000
217.02818202   5.84520066   0.00000000
217.52818202   5.84520066   0.00000000
217.52818202   5.91423345   0.00000000
218.02818202   5.91423345   0.00000000
218.02818202   5.97269588   0.00000000
218.52818202   5.97269588   0.00000000
218.52818202   6.02051316   0.00000000
219.02818202   6.02051316   0.00000000
219.02818202   6.05817497   0.00000000
219.52818202   6.05817497   0.00000000
219.52818202   6.08667793   0.00000000
220.02818202   6.08667793   0.00000000
220.02818202   6.10737380   0.00000000
220.52818202   6.10737380   0.00000000
220.52818202   6.12177549   0.00000000
221.02818202   6.12177549   0.00000000
221.02818202   6.13137288   0.00000000
221.52818202   6.13137288   0.00000000
221.52818202   6.13749467   0.00000000
222.02818202   6.13749467   0.00000000
222.02818202   6.14123091   0.00000000
222.52818202   6.14123091   0.00000000
222.52818202   6.14341220   0.00000000
223.02818202   6.14341220   0.00000000
223.02818202   6.14463019   0.00000000
223.52818202   6.14463019   0.00000000
223.52818202   6.14590824   0.00000000
279.02818202   6.14590824   0.00000000
279.02818202   6.14590824   0.00000000
289.02818202   6.14590824   0.00000000
